"","participant","Acc","Trial","TrialIndex","RT","MDT.ability","MPT.ability","Monolingual","gmsi","pairType","musician"
"348","26",0,8,18,1036.425,1.10207194319864,0.311228762882214,"0",-0.436040172681752,"nonMP","0"
"349","26",1,9,14,2000.185,1.10207194319864,0.311228762882214,"0",-0.436040172681752,"consMP","0"
"350","26",1,10,5,3813.31,1.10207194319864,0.311228762882214,"0",-0.436040172681752,"nonMP","0"
"351","26",1,11,1,1586.42,1.10207194319864,0.311228762882214,"0",-0.436040172681752,"vowelMP","0"
"352","26",1,12,20,4046.47,1.10207194319864,0.311228762882214,"0",-0.436040172681752,"nonMP","0"
"353","26",1,13,7,1615.57,1.10207194319864,0.311228762882214,"0",-0.436040172681752,"consMP","0"
"354","26",0,14,11,4437.315,1.10207194319864,0.311228762882214,"0",-0.436040172681752,"consMP","0"
"355","26",1,15,4,4013.4,1.10207194319864,0.311228762882214,"0",-0.436040172681752,"consMP","0"
"356","26",1,16,19,2352.47,1.10207194319864,0.311228762882214,"0",-0.436040172681752,"nonMP","0"
"357","26",1,21,10,5151.995,1.10207194319864,0.311228762882214,"0",-0.436040172681752,"nonMP","0"
"358","26",1,22,2,4395.99,1.10207194319864,0.311228762882214,"0",-0.436040172681752,"nonMP","0"
"359","26",1,23,13,2282.145,1.10207194319864,0.311228762882214,"0",-0.436040172681752,"nonMP","0"
"360","26",1,20,15,4995.64,1.10207194319864,0.311228762882214,"0",-0.436040172681752,"nonMP","0"
"361","27",0,7,1,0,-1.38830503429623,-0.934962114660158,"1",-0.659937565586375,"vowelMP","0"
"362","27",0,8,14,0,-1.38830503429623,-0.934962114660158,"1",-0.659937565586375,"consMP","0"
"363","27",0,9,11,0,-1.38830503429623,-0.934962114660158,"1",-0.659937565586375,"consMP","0"
"364","27",0,14,10,1252.03,-1.38830503429623,-0.934962114660158,"1",-0.659937565586375,"nonMP","0"
"365","27",0,15,7,684.94,-1.38830503429623,-0.934962114660158,"1",-0.659937565586375,"consMP","0"
"366","27",1,16,15,1069.735,-1.38830503429623,-0.934962114660158,"1",-0.659937565586375,"nonMP","0"
"367","27",0,17,13,0,-1.38830503429623,-0.934962114660158,"1",-0.659937565586375,"nonMP","0"
"368","27",0,18,8,937.645,-1.38830503429623,-0.934962114660158,"1",-0.659937565586375,"vowelMP","0"
"369","27",1,19,23,922.395,-1.38830503429623,-0.934962114660158,"1",-0.659937565586375,"nonMP","0"
"370","27",1,20,4,1066.04,-1.38830503429623,-0.934962114660158,"1",-0.659937565586375,"consMP","0"
"371","27",0,21,3,0,-1.38830503429623,-0.934962114660158,"1",-0.659937565586375,"nonMP","0"
"372","27",0,22,2,0,-1.38830503429623,-0.934962114660158,"1",-0.659937565586375,"nonMP","0"
"373","27",0,10,6,0,-1.38830503429623,-0.934962114660158,"1",-0.659937565586375,"nonMP","0"
